intercalar,0,0
intercambiar,transitive,0
interceder,transitive,intransitive
interceptar,transitive,0
interrogar,transitive,0
intervenir,transitive,0
intimar,transitive,0
intoxicar,transitive,0
intranquilizar,transitive,0
introducir,transitive,0
invadir,transitive,0
inventar,transitive,0
invertir,transitive,0
investigar,transitive,0
invitar,transitive,0
inyectar,transitive,0
ir,transitive,intransitive
irrigar,transitive,0
irritar,transitive,0
irrumpir,transitive,intransitive
jadear,transitive,intransitive
jalonar,transitive,0
jugar,transitive,intransitive
juguetear,transitive,intransitive
juntar,transitive,0
jurar,transitive,0
justipreciar,transitive,0
labrar,transitive,0
lacerar,transitive,0
lactar,transitive,0
ladear,transitive,intransitive
ladrar,transitive,intransitive
lamentar,transitive,intransitive
lamer,transitive,0
lanzar,transitive,0
lapidar,transitive,0
largar,transitive,0
lastimar,transitive,0
latir,transitive,intransitive
lavar,transitive,0
leer,transitive,0
levantar,transitive,0
liar,transitive,0
libar,transitive,intransitive
liberar,transitive,0
librar,transitive,0
licuar,transitive,0
ligar,transitive,0
lijar,transitive,0
limar,transitive,0
limitar,transitive,0
limpiar,transitive,0
liquidar,transitive,0
lisiar,transitive,0
lisonjear,transitive,0
litigar,transitive,0
llagar,transitive,0
llegar,transitive,intransitive
llenar,transitive,0
llevar,transitive,0
llorar,transitive,intransitive
lloriquear,transitive,intransitive
llover,transitive,intransitive
lloviznar,transitive,intransitive
lubricar,transitive,0
luchar,transitive,intransitive
lucir,transitive,intransitive
lustrar,transitive,0
machacar,transitive,0
machucar,transitive,0
madurar,transitive,0
magnificar,transitive,0
maldecir,transitive,0
maleficiar,transitive,0
malgastar,transitive,0
malograr,transitive,0
maltratar,transitive,0
mamar,transitive,intransitive
manar,transitive,intransitive
manchar,transitive,0
mancillar,transitive,0
mandar,transitive,0
manear,transitive,0
manejar,transitive,0
maniatar,transitive,0
manifestar,transitive,0
manosear,transitive,0
mantener,transitive,0
marcar,transitive,0
marchitar,transitive,0
marear,transitive,0
marginar,transitive,0
martirizar,transitive,0
mascar,transitive,0
mascullar,transitive,0
masticar,transitive,0
matar,transitive,0
matear,transitive,0
mear,transitive,intransitive
mecer,transitive,0
medicar,transitive,0
meditar,transitive,intransitive
mejorar,transitive,0
mellar,transitive,0
memorar,transitive,0
mencionar,transitive,0
menear,transitive,0
menoscabar,transitive,0
menospreciar,transitive,0
mentir,transitive,intransitive
mermar,transitive,0
meter,transitive,0
mezclar,transitive,0
migrar,transitive,intransitive
mimar,transitive,0
mirar,transitive,intransitive
mitigar,transitive,0
modelar,transitive,0
moderar,transitive,0
modificar,transitive,0
mojar,transitive,0
moler,transitive,0
molestar,transitive,0
mondar,transitive,0
morar,transitive,intransitive
morder,transitive,0
mordisquear,transitive,0
morir,transitive,intransitive
motejar,transitive,0
mover,transitive,0
movilizar,transitive,0
mudar,0,0
mugir,transitive,intransitive
multiplicar,transitive,intransitive
murmurar,transitive,intransitive
nacer,transitive,intransitive
nacionalizar,transitive,0
nadar,transitive,intransitive
narcotizar,transitive,0
narrar,transitive,0
nasalizar,transitive,0
naufragar,transitive,intransitive
necesitar,transitive,intransitive
negar,transitive,0
negociar,transitive,intransitive
nombrar,transitive,0
notificar,transitive,0
nutrir,transitive,0
obedecer,transitive,0
objetar,transitive,0
obligar,transitive,0
obrar,transitive,0
obscurecer,0,0
obsequiar,transitive,0
observar,transitive,0
obstaculizar,transitive,0
obstar,transitive,intransitive
obstruir,transitive,0
obturar,transitive,0
ocultar,transitive,0
